Destination,District,Timespan,Review
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Great excursion from Weligama! Came out in the afternoon and had a blast with all of the snakes. Owner is very knowledgeable and friendly. Price is 2000 rp per person, but we felt it was worth it!"
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,"A lot of snakes, the host is very friendly. Give snakes to touch and to do photos. And also showed some poisoned snakes! I’m very happy with this"
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,Very enjoyable experience learning about all the local snakes! Would highly recommend!
Snake Farm Weligama (Traditional Farm),Matara,a month ago,This is such a cool place! 10/10 recommend for people who like snakes
Snake Farm Weligama (Traditional Farm),Matara,11 months ago,Highly recommended place for everyone who likes to observe about snakes. Very friendly owner.
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"the farm takes a really good care of the animals. Snakes are very healthy, good life conditions and used to human touch. The owner is very nice, explains everything nicely and everything is 100% safe. Thanks so much, beautiful visit."
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,Excellent experience loved seeing the different variety of snakes and holding them owner very knowledgeable and friendly well worth the visit thank you
Snake Farm Weligama (Traditional Farm),Matara,4 months ago,"He had great experience.
Vikman is very peaceful. And explain us about the Snake."
Snake Farm Weligama (Traditional Farm),Matara,4 weeks ago,"They show you all kinds of snakes, very friendly staff. Highly recommended."
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"The owner of farm was very nice and friendly.He carefully too his pets and show us them,told about their habits,how does they live in wild nature and so on.He explained why people hurt them and he gave us to touch snakes,and it was my first …"
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,"A must visit place in srilanka .. beautiful experience with snake , vikman is brilliant person with lot of knowledge about serpents.."
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,I am happy to come here I saw snakes like cobra python and many more vikamen ji guided me well I suggest you to come here
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Excellent tour of the snakes, with great care for the animals. Good selection to see, and no problem with holding them and getting your photo. Very knowledgeable chap, keen to answer question on snakes! …"
Snake Farm Weligama (Traditional Farm),Matara,a month ago,Must visit place to get knowledge on snake and experience snakes this close vikman a cool guy with snakes
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,Saw many snakes and the dude was very friendly. Certainly would recommend if your a reptile G
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,Great and different experience. The owner is really skilled and kind. Can definitely be recommended
Snake Farm Weligama (Traditional Farm),Matara,2 months ago,Very good enjoyed it. Cool snakes and big variety.
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,Loved our time here! Our kids (age 3 &5) held the snakes and honestly didn’t want to leave. 200% recommend!!!
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"The place is a must visit place. You will get to see and play with friendly snakes, Cobras. The owner is a humble and calm person, will provide detailed information. Glad we found this place. Glad to make new snake friends, surely will meet them soon again😛 …"
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,A great place for snake lovers. You can see and get knowledge about many varieties of snakes here. You can take tons of photos with them. Owner is very friendly and I recommend this place for every one.
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,"Brilliant place ,Vikman is an expert , and helped with so many variety of snakes , kids enjoyed .  Very nice and must place to visit"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Very good experience.  Got to interact with quite a few of the snakes. Even a cobra. Very informative. Would highly recommend.
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,Amazing place! Very recommended for visit. I have never experienced such a close contact with snakes (including Cobras). Vikman is a very rare specialist and definitely a big snakes expert.
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,A must visit place for animal lovers. Great experience with a wide variety of snakes. Owner gives a good introduction about them and can take a ton of photos with snakes.
Snake Farm Weligama (Traditional Farm),Matara,2 weeks ago,"Its very nice place to visite,,,, excelent👍 …"
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,The owner is very nice and knowledgeable. Very cool place where you can see and interact with all kinds of snakes including rock python and rare white cobra and cat snake. If you like animals it is definitely worth a visit from mirissa (20min tuk tuk ride) for one morning/afternoon!
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Good place to contact with snakes. You can also see the Cobras
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Great place with expert owner! We got pleasure while contacting the snakes, and my wife was dancing with the pytnon! Great place, our recommendations for visit!"
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,"Very interesting experience, we saw and touched a lot of snakes."
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,Very informative and unique experience. Nice snakes and nice owner explaining everything. Do visit if you're in Mirissa!
Snake Farm Weligama (Traditional Farm),Matara,2 months ago,Great experience. Very friendly and attentive. I fully recommend!
Snake Farm Weligama (Traditional Farm),Matara,2 years ago,Very nice place to visit. Honest and friendly people there. We had enough time to ask anything we wanted to know and the animals also are treated well there. Will recommend - 5 stars.
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,"Great place, very adorable snakes and friendly owner!"
Snake Farm Weligama (Traditional Farm),Matara,2 months ago,Amazing experience! Thank you!
Snake Farm Weligama (Traditional Farm),Matara,2 months ago,"Amazing experience!
Vikman was so kind and explained everything."
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"Great exprience, the host is welcoming and patient.
You can see several snakes hold some of them and ask questions about the different breeds."
Snake Farm Weligama (Traditional Farm),Matara,4 months ago,Amazing experience! now a little bit less afraid of snakes
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,Great place for snake lovers ❤️
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,Very good place. All snakes are very friendly :)
Snake Farm Weligama (Traditional Farm),Matara,a month ago,Awesome experience!! Beautifull snakes!
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"Amazing experience! Snakes are very happy and well looked after. Long running family, very nice friendly people. Will be back for sure!!!"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,It was an awesome experience. The snakes were really calm and seemed healthy. We explained everything to us and was really patient with the snakes. It was an awesome experience but it was a little bit pricey at first. We talked the price down and it was worth it.
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Great experience! You get to hold and touch all types of snakes and the owner is super friendly and speaks excellent english. Recommended!
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,"Very cool, and a good variety of snakes. I got to touch a cobra! Coconut water provided fresh from the tree."
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,"Amazing place, snakes and people! Thank you ❤️"
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,It was my first snake touching experience. It was so interesting. I liked it. Really thanks for this opportunity!
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,"Wikman showed us a variety of snakes, explained the origin and even captures pictures with the snakes …"
Snake Farm Weligama (Traditional Farm),Matara,2 months ago,Wikman! What an interesting guide you are. And thank you for the family tradition you keep up!
Snake Farm Weligama (Traditional Farm),Matara,2 weeks ago,"Cool snakes, nice guy. Thank you"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Great experience! Owner is good and friendly man! Thank you so much! Recommend🙏🏼 …
Snake Farm Weligama (Traditional Farm),Matara,11 months ago,"Great place, friendly snakes. Highly recommend"
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,"Friendly and lovely snakes, but not the Cobra,  Good place to visit with family and friends."
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,"Super visit)) Super good experience, whole my family are very happy especially kids!"
Snake Farm Weligama (Traditional Farm),Matara,2 months ago,One of the best experiences in Sri Lanka! Highly recommend!
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Must see place for every snake lover. And those who are afraid of snakes should visit the place too. Owner is professional who will guide you through his current ""collection"" of snakes. …"
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"Super nice guy, who explains everything beautifully. It was quiet an experience!
Well worth the price (2500 Rps pp.)"
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,Very cool snakes! Fun to hold. But the cobra was scary haha
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Good place to visit for children and to know about snakes best person in telling informations
😊🐍🐍 …"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Very good place to visit, owner brought every time different snakes and even helped to make a pictures. Owner very good man!
Recommend to visit this nice place!"
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,Great experience. You can see and touch snakes in a safe environment for the snakes and you.
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"A good experience seeing deadly snakes up close. The snake farmer was fearless, prodding the snakes with his hook even though he lost one of his thumbs to a snake a few years ago! We saw several dangerous cobras (from a distance) and got to …"
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,Best place for snakes lovers and others... Very good experience
Snake Farm Weligama (Traditional Farm),Matara,11 months ago,"Very friendly person and he has various types of snakes.also he has lot of experience on this field and he presenting the snake show on his own way.
Highly recommended.."
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,"Thanks for unforgettable performance,super scary, but curious and informative.Definitely the place to visit during your stay 😊 …"
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,Beautiful creatures to be seen and touched. Wonderful experience.
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,"Such a wonderful experience seeing the snakes. I've never been close to a cobra before, and wow, what an amazing opportunity it was. Thank you!"
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,Very fun. Got to meet many snakes. Kids loved it!
Snake Farm Weligama (Traditional Farm),Matara,11 months ago,"Wonderfull experiance and good knowledge Of snakes.
Someone who’s afraid of snake can as well manage that feelings
Usually we bring there our guest and they are happy 😉 …"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"This place is a scam and his owner is simply a cheater.
Making a business showing few snakes and charging for that... Few thousand rupees. …"
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,"Best experience, amazing animals Vikman is a great host."
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,"Very good place, thank you!"
Snake Farm Weligama (Traditional Farm),Matara,a month ago,Excellent experience 🐍🐍 …
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Snake farm is amazing experience for animal lovers. So if you do not want to lie whole week on the beach in Matara, make your programme more interesting and go there. Owner is very friendly person."
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,Great host and some amazing snakes and being able to be hands on makes all the difference...A MUST SEE
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Interesting experience. You get to see many snakes, and you can also touch them and have them crawl over you if you are not afraid (but it is safe). And the owner is friendly. We recommend visiting."
Snake Farm Weligama (Traditional Farm),Matara,4 months ago,Very beautifull place to see snakes
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Great place to see. The guide(Vikman) is very experienced with snakes and is happy to explain about snakes. Seen different cobra, Vipers and python. Great photos possible to take."
Snake Farm Weligama (Traditional Farm),Matara,3 years ago,"Fascinating experience, first time handling snakes!
Owner is passionate and very knowledgeable about his danger noodles :)
From smallest to huge Indian Python! Even some cobras (which you won't handle, …"
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,"We visit snake farm. Very nice place, very good snake keeper. The snakes are in good condition. Highly recommend to visit🐍🐍🐍♥️ …"
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,"thanks, that was interesting.  it was a little scary when they showed the cobra.  we are very satisfied"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Mr Vikman is very good man. We felt absolutely safe. We’ve never seen snake before. We were happy to see and touch them! Very good place & strictly recommended
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Very friendly workers and snakes!! 😃😃 you can become friends with amazing gentle creatures, drink snake's venom (absolutely safe!) and get memories you will never forget. Highly recommend you to visit this place! …"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Amazing experience! Vikman was very good with the snakes and we felt safe at all times. Highly recommend. Thankyou!!
Snake Farm Weligama (Traditional Farm),Matara,a year ago,It’s a good place to take pictures with different kind of snakes but you should know that PETA wouldn’t recommend it. As a tourist you have to decided if you support it or not. The owner was very friendly. Thanks for your time.
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,Very good experience 😊✨👍🏻 …
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,"Fantastic experience with some of natures beautiful viper, pythons and Cobra"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Very interesting place! Love it!
So kind owner! Highly recommend!"
Snake Farm Weligama (Traditional Farm),Matara,3 years ago,I and fiance came here by bike and it is easy to miss the signboard but the local people there are very nice and friendly. …
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,It was lovely to see the snake master with his pets. I felt very safe. Thank you for the experience!
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,Unforgettable experience!!!   Up close and personal with pythons and venomous cobras..  it’s a must see if your in Sri Lanka !!!
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Very good place with friendly people and snakes. Beautiful experience
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Wikman is an amazing host. He is an expert in snakes and has shown us many different species. I recommend to visit his snake farm
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,Best experience with snakes in Sri Lanka!
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,A very scary and must experience. Vikman is highly professional snake farmer. Very recommended!
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Great experience
Best snake farm in srilanka💙💙💙 …"
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,"Very interesting place and friendly owner who showed us cool snakes, its well worth a visit!"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"The very rare species of snakes in Sri Lanka is a valuable place for local and foreign people to visit.. Also, traditional snake medicine and medicines can be obtained here."
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"Great place, got to pet and golf vig snakes. Fun for kids!"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Excellence place to know new things about snakes, and touch them by your hands and head )"
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,Great experience. Owner was very informative
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,"I have never been so close to snakes. It was an incredible experience. Thank you, Mr. Snake!"
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,Pretty expensive for such a small farm. Not much information about the snakes.
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,It's a torture for the snakes! Do not go there..... the animals are based in small cages without light..... the owner tries to cheat you when bargaining the price....
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"Very fun experience. Allowed to hold, touch and learn about snakes."
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,"Very very good experience
Would recommend to all
Gavin New Zealand"
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Very good interesting place to visit))
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,"Very nice visit to the snake farm, kids loved it"
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Loved this place. Im sure it would give you a different experience altogether. Worth visiting if you are nearby!
Snake Farm Weligama (Traditional Farm),Matara,4 years ago,"The aurvedic doctor's home is quite a long, but beautiful drive. It's not a fancy zoo/farm set up, but it works for the purpose of educating visitors.
All the snakes are rescues from the area, also all of them are released back to …"
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,"it is a very worthy to go there , mr vikman was very freindly and welcoming , much knowledges to know , very good experience i recommand this place 100%"
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,Wonderful amazing experience. You should visit it. 🫶 …
Snake Farm Weligama (Traditional Farm),Matara,4 months ago,Awesome experiance.
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,Had a great time. Cool snakes and respectful handling.
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,It is very good place. Owner showed many snakes and was very kindly)
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,Very nice host and the snakes are beautiful
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,Beautiful place amazing host must visit when in Mirissa
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,👍 …
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,It was so good and satisfying recommend 🖤 …
Snake Farm Weligama (Traditional Farm),Matara,a year ago,A paradise for snake lovers! MR. Vikram is an expert in handling these snakes and gives you the best experience! Kudos to Mr. Vikram for maintaining such a great place!!
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Very nice attraction.
The kids enjoyed!
Once in a lifetime experience! …"
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,really cool! fun playing with snakes and make a photo with them
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,Amazing experience would definitely recommend the visit. Very friendly family
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"Amazing expirience! Really beautiful snakes
I highly recommend for snake lovers"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Great place to touch and play with snakes
Snake Farm Weligama (Traditional Farm),Matara,a month ago,The snakes here are lovely!
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,Nice place. Have many snacks
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,Must see!!! Very friendly owner… Very interesting and beautiful snakes!!!!
Snake Farm Weligama (Traditional Farm),Matara,5 months ago,Extremely fun
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"Very nice lesson about snakes. Good work.
We like it."
Snake Farm Weligama (Traditional Farm),Matara,a year ago,The place is really worth to visit! You will make friends with amazing beautiful and nice snakes and will have a chance to drink a snake's venom! 😱😱 totally safe and great! …
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Very unique experiance and the owner helps with all the questions.
1500LkR charge per Person seems a fair price as the owner really takes time to show everything.
Thanks a Lot! ✌"
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,Thrilling but safe snake rescue centre! Would recommend
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,Fun to see so many snakes and have a medusa hat
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,Very good place for snake photography! Friendly owner 🙂 …
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"It was fantastic! Lots of interesting snakes, nice host :)"
Snake Farm Weligama (Traditional Farm),Matara,3 years ago,Love the place. The snakes are respected and taken care of well. Awesome place to see snakes and learn more of them. They also rescue injured snakes and nurse them back to health
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,Beautiful place! Really good emotions! Best farm owner😄 …
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"It was such an amazing experience which I have never had before! Super owner of this farm, who really love his snakes ❤️"
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,Cool snakes
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,"Excellent fun

Snakes on head who would have thought ...."
Snake Farm Weligama (Traditional Farm),Matara,11 months ago,It was so nice to see the snakes and the owner knows how to take some good photos with snakes
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,An authentic snake farm with a friendly owner who cares about nature and snakes . Really worth a visit but ask for the price in advance
Snake Farm Weligama (Traditional Farm),Matara,2 years ago,Very nice place with many intresting snakes:)
Snake Farm Weligama (Traditional Farm),Matara,a year ago,The person has kept the snake for no use. He has medicine for snake bite
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Very good service and should visit we saw lots of type of snakes and were highly entertained.😍 …
Snake Farm Weligama (Traditional Farm),Matara,3 years ago,"A good place with the most cheating man in the world in charge. After visiting there he ask us 1500 sr per person , even the ones who didnt touch the snacks. Without installing the entrance fee sign in there. Shame"
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,An unforgettable new experience❤️
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Really great place. Thank you Vikman. It feels surreal to hold a python and to stare at a cobra while it’s hissing at you
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Very nice place!!! I saw a lot of snakes and the owner explain everything properly
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Great variety of snakes. Wonderful experience
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,Great place ! Friendly owner
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Good research center. Took so many pictures. Very nice owner
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Thank you very much, great snakes! We came the third time!"
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"very interesting place, 100% to visit when on Sri-Lanka 👌🏼 …"
Snake Farm Weligama (Traditional Farm),Matara,a year ago,Good service and best experience of snakes ever ❤️❤️👌👌👌👌👌. Visit there and get the best experience. Highly recommended 🔥🔥🔥 …
Snake Farm Weligama (Traditional Farm),Matara,a year ago,"Really enjoyed this - many snakes and very interesting to learn about.
100% recommend when in Sri Lanka"
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,Very good place! Snakes amazing!
Snake Farm Weligama (Traditional Farm),Matara,4 months ago,Came with cethin and share the same sentiments 😂😅🙌 …
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,"Fantastic experience, would recommend anyone to come!"
Snake Farm Weligama (Traditional Farm),Matara,2 years ago,Incredible experience! The best snake farm in all of the world!!! A must visit in Sri Lanka
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Very nice place & very good snake keeper.
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Very nice snakes and very frendly owner.
Snake Farm Weligama (Traditional Farm),Matara,6 months ago,It was interesting experience. Highly recommend
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,Very interesting place!
Snake Farm Weligama (Traditional Farm),Matara,11 months ago,Very beautiful place! Highly recommend! Perfect awner❤️
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,Nice place to take Pictures holding the snakes
Snake Farm Weligama (Traditional Farm),Matara,8 months ago,Fantastic place we loved it! Thank you
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,This farm is soo good...im visiting this one...feels happy
Snake Farm Weligama (Traditional Farm),Matara,11 months ago,It was really amazing. Owner is so kind and nice guy. 👍 …
Snake Farm Weligama (Traditional Farm),Matara,a year ago,To touch and hold so many different snakes is an adventure you will never forget.
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,"Amazing, experience…go to visit this place 🙏🙏🙏 …"
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,"Everything was perfect, beautiful snakes!! ♥️"
Snake Farm Weligama (Traditional Farm),Matara,3 years ago,"I'll never forget this snake farm experience, it was scary and amazing at the same time. Now I know which of snakes are dangerous. Recommend."
Snake Farm Weligama (Traditional Farm),Matara,7 months ago,"I love Snakes, nice experience"
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Very good place that worth to see. Thank you very much!
Snake Farm Weligama (Traditional Farm),Matara,4 months ago,Beautiful and very kind!
Snake Farm Weligama (Traditional Farm),Matara,9 months ago,Very good move really likes beautiful snake
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,"Great place, great snakes. 2500 rupiah"
Snake Farm Weligama (Traditional Farm),Matara,10 months ago,"Wonderful experience.superp.and thank you sir.

#love nature"
Snake Farm Weligama (Traditional Farm),Matara,2 months ago,Awesome experience ❤️
Snake Farm Weligama (Traditional Farm),Matara,4 weeks ago,Great experience!
Snake Farm Weligama (Traditional Farm),Matara,3 months ago,Snakes a lot
Star Fort Matara,Matara,3 months ago,Historical place which is free to visit. Architecture is fascinating to think of at that time. There is a museum and staff will explain things if you ask. Photography inside the museum is not allowed. You should visit the place if you’re at Matara.
Star Fort Matara,Matara,10 months ago,"Well maintained by the Department of Archeology. This beautiful and compact fort (the smallest, built by Ditch in Sri Lanka) was built in 1765 but was shortly handed over to British with surrender of territory in 1796. Purpose of this …"
Star Fort Matara,Matara,10 months ago,This is a small old fort from the colonial era situated in the Matara town. You could cover the whole building within an hour. A staff member really helped us explaining the history and other details. Entrance is free but you can make a …
Star Fort Matara,Matara,7 months ago,"The department of archaeology is in charge of the historical location known as Star Fort Matara. Inside the fort is a little museum as well, maybe Sri Lanka's best-preserved Dutch fort. The museum welcomes donations, but entrance is free."
Star Fort Matara,Matara,a year ago,Matara is located close to the most southern point of Sri Lanka and its about 170 kilometres away from Colombo. Matara has a history going back over 2000 years but the modern Matara becomes an important city only during the Dutch occupation …
Star Fort Matara,Matara,2 years ago,"*Matara star fort -❤ 🕯️
The Star Box is an unusual construction with an attractive appearance. The box has twelve sides because it is shaped like a six-pointed star.✨️ …"
Star Fort Matara,Matara,3 years ago,A well kept historical place managed by the department of archaeology. The staff here is helpful and extremely knowledgeable about their stuff. No olastic or polythene allowed inside. Such items could be kept at the guard room and could be collected later. Clean washrooms are also available there.
Star Fort Matara,Matara,a year ago,"Nothing special, it’s not worth going specially, only if you are in Matara. Staff prohibit taking pictures in the museum.  What for?  I don't know."
Star Fort Matara,Matara,4 years ago,n 1640 the Dutch completed the main fort at Matara but found it to be vulnerable from attacks coming from land. In 1762 Singhalese forces backed by Kandyan Kingdom attacked and took control of the fort.[1] In 1763 the Dutch regained control …
Star Fort Matara,Matara,5 years ago,Probably the best preserved dutch fort in sri lanka. Located within the city centre it is within easy walking distance to/from most places including the train station. Entrance is free for the museum and donations are much needed. Lovely intimate courtyard with a small well is the most intersting of all.
Star Fort Matara,Matara,3 years ago,"Matara star fort.
A star fort was built as a first line of defence by dutch in 1763 but never was tested until it surrenders to british …"
Star Fort Matara,Matara,5 years ago,The star fort is a great historical place one must visit. Inside it is a museum and photos aren't allowed. Beautiful history to be learnt. The skeleton of a female human which dates back 4000 years was something mindblowing here
Star Fort Matara,Matara,6 years ago,Okay place. You cannot take photos inside the museum. That's a bummer! They have a skeleton of a 4000 year old Sri Lankan. The museum has variety of artefacts related the Ruhuna from anuradhapura era to modern times.
Star Fort Matara,Matara,a year ago,Historic place to visit. They don't allow to take photos inside of the museum.
Star Fort Matara,Matara,3 years ago,Matara is located close to the most southern point of Sri Lanka and its about 170 kilometres away from Colombo. Matara has a history going back over 2000 years but the modern Matara becomes an important city only during the Dutch occupation …
Star Fort Matara,Matara,4 years ago,Very tidy small fort with some interesting info inside on Matata and surrounding area. Free of charge and definately well worth a look if your in Matara.
Star Fort Matara,Matara,5 years ago,Star Fort is a one of wonderful constructions which has unique architectural design in Matara city area. This fort was built by Portuguese during their ruling period. This building has a shape of a star. They used this building as their …
Star Fort Matara,Matara,5 years ago,"A small but cosy museum. It's worth to spend a half of an hour here and learn about Matara and its surroundings' past. Free entrance, but donation is welcomed in the end of an exhibition."
Star Fort Matara,Matara,6 years ago,Great place to witnesses Dutch influence in Sri Lankan architecture. But very poorly maintained.
Star Fort Matara,Matara,4 years ago,All this time i did not know that place is excited. Very small fort in the middle of the town. Its star shped architecture facinated me. Now it operated as a museum. In that museum there are lot of interesting pices. Picture are not allowe inside the fort. Outside there is nice walking path where we can see the city.
Star Fort Matara,Matara,5 years ago,Historical place.Although it is old has managed well.The staff is very friendly and well known about the history.They always ready to tell the history of matara.
Star Fort Matara,Matara,5 years ago,"Star fortress, situated in the city center Matara. Must see attraction, free of charge"
Star Fort Matara,Matara,a year ago,"🧱 STAR FORT MATHARA 🧱
.
. …"
Star Fort Matara,Matara,8 months ago,Star Fort Matara is a historical place managed by the department of archaeology. The staff here is friendly and helpful. They have a good knowledge about the place. There is a small museum also located inside the fort.
Star Fort Matara,Matara,5 years ago,It is a small museum at the center of the town. This place is well maintained by the authorities. Hidden beauty in the town
Star Fort Matara,Matara,5 years ago,great place to learn about Dutch colonial history in Sri Lanka. Friendly staff.
Star Fort Matara,Matara,5 months ago,"One of historical place in Matara town.
Recommended for visit."
Star Fort Matara,Matara,5 months ago,"Wonderful historical structure. Most importantly, friendly staff..."
Star Fort Matara,Matara,3 years ago,"A dutch for in Matara, very close by to the Matara town. Its a small place with a museum inside. Interesting!!"
Star Fort Matara,Matara,4 years ago,"Very dull, poorly restored and the 'signage' in the 'museum' is woeful.

Missable"
Star Fort Matara,Matara,5 years ago,Really good place to visit in matara with a historic value and there’s no entrance fee and people inside are really helpful and explain about the exhibits
Star Fort Matara,Matara,a year ago,"Not a special things but if you are close, good to visit. Entering is free, they are asking you donation. We walked around one guide from there, he had good English and explaines every thing to us. It was really nice."
Star Fort Matara,Matara,a year ago,Ancient fort where exist a musium. Anyone can visit between office time 8.30 to 17:00 in week days. Dutch have made that fort. Really nice one
Star Fort Matara,Matara,3 years ago,Historical place. Suddenly visit. Good
